tekst;kat
I to år ventede Flemming Rømer Jensen på at få en ledsager, så han kunne komme ud. Men han fik afslag på afslag.Først efter P4 København er gået ind i sagen om Borgerservice Handicap i Københavns kommune og de mange klager de får, har Flemming fået sin ledsager, og kommunen ændret praksis.;NORMAL
I weekenden blev et homoseksuelt par brutalt overfaldet. Nu tager mænd over hele Holland hinanden i hånden i solidaritet.;NORMAL
I weekenden blev et homoseksuelt par overfaldet - nu viser mænd over hele Holland deres sympati.;NORMAL
I år er i alt 25.100 migranter og flygtninge kommet til Italien ad den vej.;NORMAL
Igen og igen dukker der oldtidsfund op fra marker, som landmænd ellers har pløjet, harvet, sået og høstet på tusindvis af gange.Som nu, hvor gravemaskiner på et kommende boligområde ved Vadum har afdækket en kogestens-grube - altså en jord-ovn. Dem har arkæolog Lone Andersen set rigtig mange af. Men hver gang gravemaskinen er i gang med en for-undersøgelse venter hun med spænding på, hvad der gemmer sig.;TEMA
Ikke dårligt ??;NORMAL
Ikke nok med at Birthe måtte vente forgæves på en tekniker fra Telenor. Efterfølgende modtog hun også en regning på teknikerbesøget, der aldrig havde fundet sted.;NORMAL
Indtil videre vil kulturministeren ikke lade licensen falde med fem procent om året i fem år.;NORMAL
Intet slår gode evner på dansegulvet! Her bringer vi 13 stærke #WEEKENDMOVES.;NORMAL
Jacob Dinesen Band er på forårsturné. Lyt med her:;NORMAL
Jakob Meier fra Bækmarksbro er udvekslingsstuderende i Stockholm:- Vi skulle have holdt fest i aften, men det er der ikke meget idé i. Vi har mere brug for at mødes og tale tingene igennem.;NORMAL
Jason Watt ser nærmere på et af de moderne mirakler, som allerede er ved at være virkelighed. I fremtiden kan man nemlig printe menneskedele af kød og blod, når kroppen mangler eller mister noget. Følg Jason Watt og de Moderne Mirakler på DRTV lige her:;NORMAL
Jason Watt tager i aften til Island, hvor han og møder den første mand med en benprotese, som kan bevæge sig via tankens kraft.  Hør mere om den nye teknologi i 'Moderne mirakler' mandag kl. 21.30.;NORMAL
Jeg skal ikke have de kondomer!Magic Mrtin undersøger om kærligheden kan opstå spontant i supermarkedet.;NORMAL
Jeg synes, I er nogle narrefis...keri-minister-fyrere. ????(via. DR2);NORMAL
Jeg tror også, min kone er tilfreds med, at jeg går her og laver noget :,-) Erik Rasmussen fylder 78 i år og arbejder stadig som frisør. Flere og flere over 70 år bliver på arbejdsmarkedet. Hvad vil kunne få dig til at blive lidt længere?;NORMAL
Jeg var hele tiden meget påpasselig og fik nærmest dårlig samvittighed, hvis jeg havde spist for mange vindruer.Se hele 'Lærke møder Danica Curcic' på DR TV.;NORMAL
Jeppe fra 'De unge brugtvognsforhandlere' øjner penge, da han ser en ældre BMW. Se om han får bilen med hjem og meget mere i aften klokken 20.30;NORMAL
Johanne Astrid er på lørdag i finalen i Danmark har talent. Hun rocker trommerne, men hendes musiksmag - den er lige så cool! Og næppe som mange andre 10-åriges....;NORMAL
Juhuu!! Vores naboer og bedste venner 'Formiddag på 4'eren' har en spændende nyhed til jer...;NORMAL
Julie Berthelsen er ny vært på 'Formiddag på 4'eren'. ??;NORMAL
JAAAAA! ???? Ultras Sorte Kageshow vinder en Emmy som det første DR-børneprogram nogensinde ????;NORMAL
Kampklædt politi måtte bruge tåregas mod demonstranterne.;NORMAL
Kan det ende for Liberal Alliance, som det gjorde for SF? Abdel Aziz Mahmoud går transport-, bygnings- og boligminister, Ole Birk Olesen på klingen om hans håndtering af PostNord-sagen og om LAs fremtid i regeringen. Se 'Ole Birk og magtens pris - Adgang med Abdel' lige nu på DRTV.;NORMAL
Kan du anbefale en god fængselsfilm? I den franske film 'Profeten' bliver 19-årige Malik idømt seks års fængsel. Han får hurtigt de brutale levevilkår inden for murene at føle, da den korsikanske gangster César tvinger Malik til at udføre en blodig 'mission'.;NORMAL
Kan du forestille dig Lejre som Danmarks hovedstad i stedet for København? Det kunne vikingerne! :);TEMA
Kan du forestille dig Sakskøbing som hovedstad i stedet for København? Engang udgjorde byen faktisk hele den danske konges rige!Klik ind på kortet og se alle de byer, der kunne have været Danmarks hovedstad.;TEMA
Kan du huske Lillebror?Det legendariske tv-børneprogram ’Ingrid og Lillebror’ bliver nu lavet i en teaterversion af Teater Vestvolden - Hvidovres Teater.;NORMAL
Kan du lide lydbøger?Lige nu kan du lytte til den barske og spændende roman om Danmarks blakkede fortid som slavenation på DR Podcast.;NORMAL
Kan man kurere mavesmerter med gurkemeje og kinesiologi?I denne uges temalørdag sætter vi fokus på tarme og den videnskabelige kamp mod mavesmerter.Se Tarmlørdag på DR2 fra kl. 20.00.;NORMAL
Karl Kristian har udgivet sin første single. Hør hvorfor han har valgt at hylde hjembyen Hvide SandeSe musikvideoen her: https://www.youtube.com/watch?v=E-qgnJlQguI&t=118s;NORMAL
Kayla er på slankekur i januar og vil have andesmag til jul og lammesmag til påske. <3;NORMAL
Kender du også problemet med skrald og grimme facader fra din by?;NORMAL
Kender du typerne, der har lidt for travlt med at lægge planer? ??(via. DR3);NORMAL
Kig dig for, når du kører på landevejene!;NORMAL
Kig selv rundt i scenerne, og hør historien om dengang et loppefund endte som et helt unikt danefæ.#endelafhistorien;TEMA
Klokken 21.30 i aften er den fjerde udgave af 'Gift ved første blik' slut. De fire par skal beslutte sig for om de efter eksperimentet stadig vil være gift.Du kan chatte med parret Allan og Pernille efter programmet via linket her.;NORMAL
Kom en tur med tilbage til 60'erne med blandt andre Ole Henriksen, Bille August, Gun-Britt Zeller, Johnny Reimar, Kirsten Norholdt og Leif Davidsen.Se alle fire afsnit af 'Mig og 60'erne' på DR TV.;NORMAL
Kom i god tid, hvis du skal ud at rejse fra Billund ?;NORMAL
Kom med på første række, når Martin følger sine drømme i en musikbranche, der kan være overvældende: ??(via DR3);NORMAL
Kom til ?? forpremiere på 'vores' del af DR-serien Historien om Danmark ????Det foregår på Kongernes Jelling, og handler selvfølgelig om vikingetiden. Klik på linket, og få fingre i en af billetterne. Vi glæder os ??;TEMA
Kommunerne sparer på vedligehold. Til gengæld bruger de flere penge på at anlægge veje.;NORMAL
Kontanthjælpsmodtagere i Aarhus Kommune risikerer at få en regning, hvis de ikke overholder reglerne for ferie og bliver opdaget i lufthavnen.;NORMAL
"Kun hver 8 direktør i Danmark er kvinde, viser en ny undersøgelse. Men hvordan løser vi det?""Det vil ikke skade, hvis flere kvinder får lyst til iværksætteri"", lyder Venstres ligestillingsordfører Jakob Engel-Schmidts bud.";NORMAL
Kunne du forestille dig Ribe, Nyborg, Odense eller en helt fjerde by som Danmarks hovedstad?;TEMA
"Kunne du forsvare folk, selvom du vidste, de var skyldige?Forsvarsadvokat Bjarne Frøberg fra 'Tiltalt' er ikke intereseeret i, om klienten er skyldig eller uskyldig.""Jeg er bare forsvareren, som skal passe mit arbejde og vejlede klienten bedst muligt i forhold til den påstand, klienten selv har."" Se tredje afsnit af 'Tiltalt' mandag kl. 20.45.";NORMAL
Kunne du overleve i stenalderen? Mogens Bo Henriksen fra Odense Bys Museer ville helst spise sig gennem stenalderen. :,);TEMA
Kunne Folketinget, Børsen og Tivoli have ligget ved Aggersborg i Han Herred? Ja, det er faktisk ikke helt utænkeligt! ?? #HistorienOmDanmark;TEMA
Kvik får en frikadelle og sidder med til bords, mens Grisehandler Larsen får en Pilsner.Op til påske ryger der hundemad med lammekød i madskålen, så vores kæledyr også mærker højtiden. Hvordan forkæler du menneskets bedste ven?;NORMAL
Kø, kø, og kø. Der er ombygning af ramperne ved Odense SV, og det giver forsinkelser. Fra i dag og de næste otte uger frem kan du godt regne med, at bilkøerne popper op i myldretiden om morgenen og eftermiddagen.;NORMAL
København har to af verdens 50. bedste restauranter! :);NORMAL
Landsholdet er nu nummer 51 på verdensranglisten - det er den laveste placering nogensinde for Danmark.;NORMAL
Lasse ved ikke, hvordan han skal tackle Livs afsløring - ikke mindst fordi Oskar ikke kender sandheden. Se det femte og sidste afsnit af 'Arvingerne i skærgården II' onsdag kl. 20.00 og efterfølgende på DRTV.;NORMAL
Ledelsen i Silkeborg IF kan igen koncentrere sig om fodbold.;NORMAL
Lige nu kan du se billeder fra over 180 danskeres hjem.;NORMAL
Lyder det som drømmejobbet for dig?IT Universitetet har netop udnævnt den første professor i gaming - se indslaget med professor Espen Aarseth her.;NORMAL
Lys hud, blå øjne og en høj statur kom til de nordlige breddegrader fra syd.#endelafhistorien;TEMA
Lyt med lige om lidt. :);NORMAL
Man kan godt have meningitis, selvom man ikke er stiv i nakken.;NORMAL
Man kan godt tisse lidt i bukserne, når man stikker af med cirkus ?? Motor Mille på cirkustur ligger nu på dr.dk/ramasjang/tv??;NORMAL
Mange familier søger om hjælp til at komme på sommerferie.;NORMAL
Mange mennesker er i chok, fortæller et øjenvidne.;NORMAL
Manipulation, magi?! Jan Hellesøe tager røven på Signe Lindkvist.;NORMAL
Mary Steward Burgher havde regnet med at tilbringe sin alderdom i Danmark.;NORMAL
Med hjælp fra moderne teknologi fik Jason Watt mulighed for at stå oprejst for første gang i 17 år. ????(via. DR2);NORMAL
Med irakiske styrkers hjælp har Four Paws reddet dyr ud af den IS-kontrollerede del af Mosul.;NORMAL
Med mindre de har sprogproblemer.;NORMAL
Med solskin og forår starter grillsæsonen også så småt, Og hvert år følger advarsler mod at spise for meget grillmad - Her er et par gode råd, der er værd at tage med:;NORMAL
Men det er faktisk et meget pænt tal, siger underdirektør i Dansk Industri.;NORMAL
Men en legal handel med hornene er måske det eneste, der kan redde det udrydningstruede dyr, vurderer DR's Afrika-korrespondent.;NORMAL
Men partiet er alligevel ikke på vej til at skifte side.;NORMAL
Mentorordning hjælper udsatte familier med at finde vej til uddannelse og arbejdsmarked. I Assens Kommune har man haft stor succes med projektet.;NORMAL
Mette Blomsterberg viser i 'De kongelige køkkenhaver', hvordan man laver en lækker og nem øllebrød. Øllebrøden toppes med æblestykker og en klat flødeskum.Få opskriften her.;NORMAL
Michael har en farverig familie med en rimelig usædvanlig historie. ????(via. DR3);NORMAL
Miljø- og fødevareminister Esben Lunde har fået en alvorlig næse af Folketinget og ærgrer sig over situationen. Rekordindehaveren af næser havde en noget anden tilgang til de politiske påtaler.;NORMAL
Mindst 58 mennesker er dræbt i angrebet. 11 af dem skal være børn.;NORMAL
Ministeren lægger sig fladt ned.;NORMAL
Moderne teknologi gør det muligt for lamme ben at gå igen.;NORMAL
Myrerne i videoen havde haft et dejligt liv på en vindblæst skråning på Anholt, men så kom kageglade Tobias Hamann-Pedersen forbi og så en ny mulig bageingrediens....????Hvad er den mærkeligste ingrediens, du har brugt til at bage???;NORMAL
Mændene har forvoldt store skader på monumentet, der står på Fovrfeld Gravlund i Esbjerg.;NORMAL
Mød Seeker. Hun er en 15 måneder gammel labrador, der udover at være en rigtig humørspreder, også er Danmarks første hund trænet til én bestemt ting. At finde skimmelsvamp :);NORMAL
Må man råbe ad en modspiller, som har brændt et straffespark (også selv om det var helt urimeligt dømt)?Det diskuteres flere steder i dag, efter episoden med Kees Luijckx i SønderjyskE Fodbolds kamp mod FCK i aftes.Hvad mener du?;NORMAL
"Naomi Klein: ""Et hidtil uset omfang af mennesker bliver mere og mere involverede i forskellige bevægelser og politik, hvilket er lyspunktet ved Trump.""";NORMAL
Niels Boje Lund mistede sin sin søn på grund af en fejl på hospitalet. Lægerne troede den 16-årige dreng led af en sjælden hudsygdom, men det viste sig at være meningitis. Nu vil den efterladte far gør sit for, at lignende fejl ikke gentager sig.;NORMAL
Nilas Holst har fået en langt større livskvalitet efter sin fedmeoperation. En operation som mange danskere, ifølge en ny undersøgelse, imidlertid ikke mener, statskassen skal betale for.Hvad mener du?;NORMAL
Nogen gange er vi tættere på fortiden, end vi tror. Det opdagede en bygherre fra Lisbjerg udenfor Aarhus, der ville bygge ved siden af kirken.;TEMA
Nogen tror at det er fake news, men den skulle være god nok :-);NORMAL
Noget værre...lort. Sådan lyder analysen fra Jonas Kamper efter Viborg FFs nederlag til AGF.;NORMAL
Nogle beskylder sygehusene for rene registreringer. Men tjek lige den her afsked fra Aarhus Universitetshospital ??????;NORMAL
"Nok har vi siden stenalderen taget et ordentligt skridt op ad ""toilet-stigen"", men der var nu også fordele (og bagdele) dengang det hele kunne ordnes i skoven.  #HistorienOmDanmark";TEMA
"Nok har vi siden stenalderen taget et ordentligt skridt op ad ""toilet-stigen"", men der var nu også fordele (og bagdele) dengang det hele kunne ordnes i skoven. ?? #HistorienOmDanmark";TEMA
Nok har vi siden stenalderen taget et ordentligt skridt op ad ”toilet-stigen”, men der var nu også fordele dengang det hele kunne ordnes i skoven #HistorienOmDanmark;TEMA
None;NORMAL
None;NORMAL
None;NORMAL
None;NORMAL
None;NORMAL
None;NORMAL
Nordkorea står højt på dagsordenen, når Kinas præsident i denne uge holder topmøde med USA's Donald Trump.;NORMAL
Nordkorea truer fred og sikkerhed i Asien, og selv Kina er nu ved at miste tålmodigheden.;NORMAL
Nu er trenden også nået til Danmark.;NORMAL
Nu kan du se eller gense programmet 'Vores drenges sidste døgn' hér.;NORMAL
Nu kommer Bugtcentret i Aarhus og vipper Herlev Hospital af pinden som Danmarks højeste etageejendom.;NORMAL
Nu med dato: Vi viser Skam hver søndag. Første gang d. 16. april.;NORMAL
Nu sælges tomme huse som skønne landsteder.;NORMAL
Ny gratis radioapp fra DR;NORMAL
Nå, men alting har en ende, og en regnorm den har to...Opholdet på Nordsøen Oceanarium er i hvert fald et overstået kapitel for resterne af finhvalen, der sidste år strandede ved Blokhus.I dag blev finhvalens skelet nemlig flyttet tilbage til Blokhus, hvor det fremover kan ses på torvet i byen.;NORMAL
Når greve Christian Ahlefeldt-Laurvig-Lehns søn overtager godset, kan de se frem til en skattelempelse på op mod 30 millioner kroner.;NORMAL
Når Mads Ejrnæs tegner, forsvinder hans rysten.Han fik diagnosen Parkinsons i 2012 og lagde sin passion for at tegne på hylden helt overbevist om, at han aldrig ville kunne tegne igen. Heldigvis satte han sig en dag ned og prøvede.;NORMAL
Når temperaturerne i de undersøiske havstrømme fra Antarktis er varmere end tidligere, så kan det mærkes overalt på kloden.;NORMAL
Når vi i Danmark har overskudsenergi fra vores vindmøller sender vi den til f.eks.Tyskland og køber den så tilbage igen, når vi skal bruge den.Det er nemlig svært at gemme vindenergien effektivt.Men det vil erhvervsparken GreenLab i Skive Kommune gøre op med ved at omdanne vindenergi til gas.;NORMAL
Obama valgte en anden proces end sin efterfølger.;NORMAL
Og de vil gerne have, at det sker så hurtigt som muligt.;NORMAL
Og det er endda kun den 8. længste tale i senatets historie ??;NORMAL
OL-guldvinder Pernille Blume er klar til VM ??;NORMAL
Onsdag var elever fra Bohrskolen i Esbjerg på besøg hos VL Staal for at opleve, hvordan en hverdag som håndværker kan være. Besøget er en del af kampagnen Kloge hænder, der skal få flere unge til at vælge en praktisk uddannelse. ?? #UgenDerGik;NORMAL
OPDATERING: Den russiske statsanklager har efterfølgende oplyst, at det er uvist, om der er tale om terror, og at det er for tidligt at sige noget om årsagen.;NORMAL
Peter Lund Madsen vil alligevel ikke være kandidat for De Konservative.;NORMAL
Pilou Asbæk måtte råbe og skrige for ikke at blive helt overskygget af Scarlett Johansson.;NORMAL
Pip løs - hvad skal du bruge påskeferien til?Spise æg? Lufte dine blege ben? Synge om kap med fuglene?;NORMAL
Politiet bekræfter at en lastbil er kørt ind i en menneskemængde i Stockholm.Følg udviklingen her:;NORMAL
Politiet har droppet at sigte fire drenge for drabsforsøg i brandsagen fra Ry, hvor en 16-årig blev udsat for et brandangreb.;NORMAL
Politiet har droppet at sigte fire drenge for drabsforsøg i brandsagen fra Ry, hvor en 16-årig blev udsat for et brandangreb.;NORMAL
Produktionsdirektøren kan ikke udelukke, at danskerne kan komme til at gå forgæves efter kød i supermarkederne.;NORMAL
Psssst, perfekt underholdning til din lørdag: ????;NORMAL
Publikum gider ikke kvinder og etniske minoriteter som superhelte, lyder det fra Marvel.;NORMAL
På bare et år er det økologiske areal i Nordjylland steget med 37 procent. ?;NORMAL
På en halv time kan du lave de lækreste hjemmelavede myslibarer som Jesper Vollmer lavede i gårsdagens afsnit af 'Spis og spar'. Få opskriften her;NORMAL
På mandag kan du se første del af dokumentaren 'Jason og Noah - en chance til'. Her kommer du tæt på et 14-årig stortalent, der hver dag drøner rundt i en go-kart og forfølger sin drøm, med sin far og træner ved sin side.;NORMAL
På søndag kan du blive klogere på metallernes tid, når Lars Mikkelsen åbner andet kapitel af 'Historien om Danmark'.;NORMAL
På søndag kan du blive klogere på metallernes tid, når Lars Mikkelsen åbner andet kapitel af 'Historien om Danmark'. Hvad forbinder du med bronze- og jernalderen?;NORMAL
På torsdag kan du se første afsnit af programmet 'Bag om Danmark med Tobias'. Vi starter på Anholt, hvor Tobias får sig noget af en smagsoplevelse. Du kan se med på torsdag klokken 20.30.;NORMAL
Region Hovedstaden indførte ny akuttelefon, der adskiller sig fra de øvrige regioners - allerede efter to måneder havde 1813 fejlet i sag om meningitis.;NORMAL
Region Hovedstadens akuttjeneste havde sidste år dobbelt så mange indberetninger om alvorlige fejl som de øvrige regioner til sammen. Hvad er din erfaring med Akuttelefonen 1813?;NORMAL
Region Syddanmark er for sløv til at få betalt løn til redderne fra det konkursramte Bios. Det mener fagforbundet 3F, som repræsenterer redderne.;NORMAL
Ruslands forsvarsministerium siger, at der ikke var tale om et gasangreb, men om syriske militærfly, der beskød et lager med kemiske våben.Op mod 72 personer har mistet livet livet, heriblandt flere børn.;NORMAL
Russiske medier og Reuters melder om dræbte og sårede efter eksplosion i Sankt Petersborg.;NORMAL
Samme arkitekt som operahuset i København! Intet mindre kan gøre det i aftenens udgave af Hammerslag, hvor vi er på besøg i det nordøstfynske.Skal du gætte med klokken 20.00?;NORMAL
Samtidig tjener de rigeste 236.000 kroner mere.Hvad synes du om den udvikling?;NORMAL
Sana bliver hovedkarakteren i den næste sæson af den populære NRK-serie 'Skam'.;NORMAL
Seertallene viser, at det har været den mest dramatiske sæson i X Factor - DR nogensinde.;NORMAL
Selvom de er erklæret aktivitetsparate.;NORMAL
Selvom man er en rigtig mand, så kan man godt være en lille smule nervøs, når man skal møde nye mennesker. På onsdag kan du se hvordan det går, når 'Rigtige mænd - det nye hold' møder hinanden for første gang klokken 20.00.;NORMAL
Selvom man lige er fyldt 70, kan man godt være fuld af humor og selvtillid.... Kvinden her er i hvert fald skøn herlig og en lille smule lummer. Du kan se meget mere til Lisbeth Dahl, debutanten Lise Baastrup og Niels Ellegaard i aften klokken 20.00;NORMAL
Selvom vi bruger det mindre og mindre og sender færre og færre breve, så er det stadig noget mange reagerer på, når posthusene lukker.I hovedstadsområdet er der kun ét reelt posthus tilbage, og fire tidligere posthuse står nu tomme.Savner du de gamle dage?#HørHovedstaden;NORMAL
Sendte John F. Kennedy dagligt blomster til Karen Blixen?;NORMAL
Sendte John F. Kennedy Karen Blixen roser?Få svaret i 'Historiequizzen - Rungstedlund' på DR TV.;NORMAL
Showet bliver ”uden unfair spørgsmål fra journalister og uden akavede pressefotograferinger med tyske damer”.;NORMAL
Siden januar 2016 har tre teenagedrenge mistet livet til smitsom meningitis.;NORMAL
"Siden Rikke Nielsen vandt prisen som ""Årets Forbillede"" i showet ""Sport 2016"" for sit arbejde med håndboldholdet for børn med udviklingshandicap, ""Håndbold Kidz"" i Gistrup, er hun blevet kontaktet af omkring 15 håndboldklubber i hele landet, der vil kopiere hendes idé.";NORMAL
Siden stenalderen har vi kravlet op af toilethullerne i skoven til nutidens porcelænstrone. Men der var skam fordele dengang toiletbesøg foregik i det fri. #HistorienOmDanmark;TEMA
Sidste afsnit af 'Gift ved første blik' er rullet over skærmen for denne gang og lige nu sidder Allan og Pernille klar til at besvare dine spørgsmål via linket hér.;NORMAL
Sidste år lavede 1813 dobbelt så mange alvorlige fejl som andre akuttjenester i landet.;NORMAL
Sig velkommen til Julie Berthelsen! ??;NORMAL
"Signe Molde til Pia Kjærsgaard: ""I er vel det man kalder nogle narre-fiss..."". Se med kl. 21:30 på DR2";NORMAL
Sikke en forfærdelig historie! ??(via. DR1);NORMAL
Skal du handle lidt til urtehaven inden påske? Så kan det betale sig at holde øje med priserne og aftenens afsnit af Magasinet Penge på DR1.;NORMAL
Skal du se phlake til sommer?;NORMAL
Skal du til Bob Dylan-koncert i aften?I så fald kan du varme op med DR Podcasts nye serie 'His Bobness' om den legendariske armerikanske sanger og sangskriver. De to første afsnit er ude nu.;NORMAL
Skal man sætte undertekster på sønderjyder? Nej, vel..Og man skal heller ikke kræve, at folk taler rigsdansk. Vi kan jo ikke have, at Julle er nødt til at være fuld for at komme på landsdækkende tv :,-) :,-)- Jeg kan simpelthen ikke snakke rigsdansk uden at brække min tunge. Det ligger bare ikke naturligt for mig. Der skal fem-seks øl til, før jeg kan snakke rigsdansk, siger han.#ViElskerDialekter;NORMAL
Skal medicinske senge konverteres til hospicesenge?Formanden for Hospice Forum Danmark mener, at det er bedre for økonomien og de døende patienter.;NORMAL
Skifter man arbejde, når man bijobber? Forsvarsadvokat Bjarne Frøberg er midt i en sag, hvor han skal forsvare en dygtig australsk oboist, der er tiltalt for at have forbrudt sig mod udlændingeloven ved at tage bijob i Danmark. Se det tredje afsnit af 'Tiltalt' torsdag kl 23.00 eller lige nu på DR TV.;NORMAL
Skudepisode i Aalborg Øst i aftes kan være udløst af familier, der er kommet på kant med hinanden, siger politiet.;NORMAL
Skæg = Krisetider :)Læs meget mere om Danmarkshistoriens store og små historier her:;TEMA
Skæg eller ej?Skægget har haft mange forskellige betydninger gennem historien - blandt andet når krisen kradser.Bliv klogere på vores Danmarkshistorie her:;TEMA
Smart - hvis du ikke orker at aflevere dine tomme flasker, kan du få dem hentet af hjemløse og andre socialt udsatte.;NORMAL
Som medlem af Coop Danmark kan du få tre-fire procent i rente, hvis du investerer i æbleplantager på Fejø.;NORMAL
Sophie Hæstorp Andersen (S) siger, at Region Hovedstaden nu vil finde ud af, hvordan den bedre kan finde ud af stille diagnose på patienter med smitsom meningitis.;NORMAL
Staterne vil stoppe Trumps forsøg på at rulle Barack Obamas klimatiltag tilbage.;NORMAL
Stenalderbebyggelse ved Gårslev. Fire tømrerelever prøver værktøj, der er mindst 6000 år gammelt. :);NORMAL
Stenalderen var ikke den nemmeste tid at leve i.;NORMAL
Stort tillykke med 60 års-jubilæet til Ghita Nørby! :);NORMAL
Stort tillykke med de flotte priser! ????;NORMAL
Strækningen mellem Rådhuset og Kongens Nytorv skal være renere og pænere.Enig?;NORMAL
Styrelsen for Patientsikkerhed giver nu en opsang til lægerne, efter den seneste tids omtale af dødsfald efter fejlbehandling af meningitis.  Lægerne skal være bedre til at genkende og reagere på de mest almindelige symptomer på sygdommen, siger Styrelsen.;NORMAL
Stærkt! ??;NORMAL
Substans bringer ud.  Var det noget med Michelinstjernemad til hoveddøren?;NORMAL
Svensk politi melder om dødsfald.;NORMAL
Svensk politi melder om dødsfald.;NORMAL
Symptomer på meningitis står i alle lærebøger. Alligevel bliver der begået fejl. For 16-årige Mathias kostede det ham livet.;NORMAL
Synes du, kvinder og etniske minoriteter skal være superhelte? ????;NORMAL
Syv kommuner: Det skal være slut med vand i kældre på grund af unødvendige oversvømmelser. Løsningen ligger ifølge rapport fra Kystdirektoratet lige for - men den lader alligevel vente på sig;NORMAL
Sænk farten før det er for sent, lyder det fra Rådet for Sikker TrafikDet nåede Sikker Trafik Ambassadør - Jonas Kehlet ikke.;NORMAL
Sønderjyske Rasmus Lassen Petersen er en af de fem nye 'Rigtige mænd'. Han har en stor svaghed - kach! ??;NORMAL
Søren Schow vandt magtkampen og fortsætter som spidskandidat med stemmerne 54-45.- Jeg er selvfølgelig glad for udfaldet. Nu gælder det om stå sammen og løfte i flok, for at sikre Venstre det bedst mulige valg den 21. november, siger Søren Schow.;NORMAL
Så du første afsnit af den nye, store serie på DR1 om Danmarks historie i aftes? :-) Hvordan mon du ville klare dig, hvis du blev sendt tilbage i tiden? Test dig selv i quizzen her:;TEMA
Så du første afsnit af den nye, store serie på DR1 om Danmarks historie i aftes? :) I dag hopper P4 Trekanten 5.700 år tilbage sammen med en flok håndværkerelever, der skal prøve fortidens redskaber. Lyt med fra klokken 8, når vi sender fra en jernalderbebyggelse ved Gaarslev.;TEMA
Så du med da 'Rigtige mænd - Det nye hold' rullede over skærmen for første gang? Du kan se eller gense første afsnit her.;NORMAL
Så du med, da Blomsterberg og Price lavede Chartreuse med tornerede kartofler? Du kan se eller gense sidste afsnit her.;NORMAL
Så du med, da 'Cirkusrevyen 2016' rullede over skærmen? Du kan se eller gense programmet hér.;NORMAL
Så du med, da 'Historien om Danmark' rullede over skærmen på DR1 søndag aften?;TEMA
Så du med? ??;TEMA
Så er datoen på plads! ?????? DR3 har kaldt tekstere på arbejde om lørdagen, så vi kan vise 'Skam' hver søndag fra den 16. april.;NORMAL
Så er der dato på, hvornår SKAM bliver vist i Danmark.;NORMAL
Så er der mulighed for at komme gratis til Fur og Venø ??;NORMAL
Så er det den tid på året igen ??;NORMAL
Så er det endelig Homeland-tid igen. I aften sidder Max i saksen hos Dar og O'Keefe. Se det næstesidste afsnit i aften kl. 21.30.;NORMAL
Så er plakaten til årets Roskilde Festival klar!;NORMAL
Sådan! Odense Håndbold kan skimte en plads i semifinalerne.;NORMAL
Sådan!! Kæmpe tillykke til Johanne Astrid - hun gik hele vejen og vandt Danmark Har Talent ??;NORMAL
Sådan??;NORMAL
Tag en tur tilbage til istiden sammen med naturvejleder Jens Kofoed.#Kofoedsnatur;TEMA
Telekunder kan allerede til sommer begynde at benytte mobildata i andre EU-lande uden ekstra omkostninger.;NORMAL
Telenor har tæppebombet Per Nielsens forældre med regninger på en router, som både er betalt og afleveret. I et år har de prøvet at trænge igennem til selskabets kundeservice. Uden held.;NORMAL
Test om du kan nå at bremse!;NORMAL
The xx kommer på Roskilde Festival! ??;NORMAL
Tillykke med 60 års jubilæum! ????;NORMAL
Tillykke med jubilæet Ghita Nørby! :);NORMAL
Tillykke til Geranium og Relæ!;NORMAL
Tillykke til Ghita Nørby :-)Hun varmede op til aftenens forestilling ved at plante stedmoderblomster i haven.;NORMAL
Tiltalen i forbindelse med brandangrebet rejses efter den alvorligste bestemmelse i straffeloven om vold, paragraf 246.;NORMAL
Tip os om de bedste børnevenlige oplevelser og seværdigheder i naturen i Østjylland! Hvor har du og dit barn / barnebarn haft en rigtig wow-oplevelse væk fra sofa og skærme?;NORMAL
Tjek her hvilken østjysk by, der kunne være blevet hovedstad i stedet for København - og hvorfor.;NORMAL
Tobias er på Anholt i aftenens afsnit af 'Bag Danmark med Tobias' og han er vild med den ro, der hviler over øen. Du kan se hvad Tobias oplever på Anholt klokken 20.30;NORMAL
Troen på ravets særlige kræfter har været med til at gøre nordisk rav eftertragtet i Kina. I nordens bronzealder fik ravets religiøse betydning også en enorm indflydelse.;TEMA
Træerne ved vores redaktion står smukt i solen og stråler. Kender du andre steder på Fyn, som springer ud? Send os dit billede af det fynske forår, vi ved, I har dem!! ??;NORMAL
Træls. ??;NORMAL
Tusinder af elever er draget på en virtuel tidsrejse i danmarkshistorien.;TEMA
Tvind-lederen har været eftersøgt af dansk politi i ti år.;NORMAL
Tænk hvis Amalienborg, Folketinget og Den Lille Havfrue havde ligget på Fyn...;TEMA
Tænk nu, hvis Viborg var endt som landets hovedstad.Museumsinspektør Peter H. Iversen fra Nyt Viborg Museum leger med tanken i dette eksperiment fra DR Historie.;TEMA
Ulf Pilgaard er tydeligvis ikke helt tilfreds med sin nye jobsituation.... Du kan blandt andet se ham og Lisbeth Dahl i aktion, når vi i aften viser første del af 'Cirkusrevyen 2016'.;NORMAL
"Ulykker, der ikke sker, kan være med til at redde liv.En gruppe forskere fra Aalborg Universitet har sat sig for at filme og analysere ""lige ved og næsten""-trafikulykker.";NORMAL
