Stream Item Text;KAT
Han skal aldrig ud igen??;ANDET
Kido: måske en låsesmed? De skal da have mindst 1000 kr for et kvarters arbejde lørdag nat.... min uddannelse er længere end en advokats, gad vide hvad du skulle betale sådan en for 17,5 times arbejde en lørdag nat?Og det med industrien var henvendt til Thomas i denne tråd...;ANDET
Han sagde en del, uden at sige noget ????;ANDET
Haha ?? har jeg slet ikke overvejet, måske udskriver jeg for meget hæmoride creme ??;ANDET
"Ja. det kan godt være den skal ændres, for mener selvfølgelig almindelige elever, men så bliver nogle sure over, da elver med specielle behov også er almindelige børn, blot med udfordringer i skolen og det sociale.Men det går ud over undervisningen uanset hvad jeg skriver.Men så længe det kun er forældre af de ""svage"" elver der kæmper den kamp, taber alle børn.";ANDET
Jeg plejer at sænke min tlf ned i en spand vand inden jeg lader den op..;ANDET
"Jeg synes ""prisen"" for inklusion er alt for høj. Det går i for høj grad ud over f.eks. "" de stille piger"" Da fokus er meget på de højtråbende udadreagerende elever. Dermed ikke sagt, at de ikke skal være i klassen. Men der skal tilføres mange flere ressourcer, så alle bliver inkluderet.";ANDET
Tak i lige måde??.;ANDET
tror du ikke der kommer 4 fine træpropper i ?? vent og se;ANDET
Hvorfor dog det? Det var jo bilen, der ikke kunne mere - Det er da ikke Kevins skyld;ANDET
Du burde sætte sig ind i, hvad de egentligt diskuterer, før du udtaler dig, Claus.;ANDET
Camilla Vingaard hvordan ville du reagere hvis det var en du holdt af der blev kaldt klam ?;ANDET
hvert EU land sender en vand til land missilbåd derned,så er problemet hurtigt løst;ANDET
Maria Ravndrup Mathias Kristensen Rasmus Dall Maiken Kristensen Mette Juul Pedersen Søren Vedstesen;ANDET
Camilla Løimand Rasmussen ??;ANDET
Hahahahaha den ligger under sin seng i nat????;ANDET
Jo, det er ret vigtigt. Børn risikerer at få svage knogler ellers. Men det er en god idé, at vælge producenten med omhu og købe den slags på apoteket.http://www.dr.dk/levnu/boern/hvert-andet-barn-faar-ikke-nok-d-vitamin;ANDET
Havde vi haft ansvarlige politikere for 30 år siden, havde vi ikke siddet i den suppedas, vi er havnet i. De snakker, men ingen gør noget ved problemerne, eller lytter til befolkningen. Kom ud af EU så vi ikke er underlagt deres regler, hvis der findes demokrati, kan vi vel bestemme selv. Endnu en gang ligegyldig snak, de har haft årevis til at rette op på sagerne.;ANDET
Spot on, Bertel H!;ANDET
Jeg fik fjernet 2 visdomstænder ??;ANDET
1: ja2: nej3: ja;ANDET
Fyr nu Jesper Worre !;ANDET
Tobias Theis Jørgensen ??;ANDET
Dig som tømrer hahah;ANDET
Sandra Helene Nielsen.... :P;ANDET
Josefine Lange Olsen. ??;ANDET
Isabella Balkert... øh jeg vil nu tro at jeg selv kan læse mig til viden og selv kan analysere og lytte til andre. Så jeg lader mig ikke rive rundt af DR. I øvrigt er jeg enig med Det der står.UK eksport til EU udgør ca. 50 pct af deres samlet eksport.Så de andre skal immervæk have rykket en del.En del af det er fra den finansielle sektor,  som kan blive  hårdt ramt når de træder helt ud. Flere store spillere er allerede igang med at flyttet en del af deres medarbejdere.Du nævner de japanske biler. Her kender vi ikke deres aftaler,  men japanerne har med garanti fået en del rabatter m.m. for at ville blive. Det Der ud over så kommer en del af bilelementerne fra EU lande.Mht. At Det er EU der som udgangspunkt laver handelsaftaler ser jeg ikke noget problem i.;ANDET
Pernille Hasselgaard Ladefoged ????;ANDET
Vi ????????for dig og ???? Lasse;ANDET
Katja Geertsen Wittrock Jacob Geertsen Wittrock ????????;ANDET
Louise Schindler Berg - skal vi se den? Sikke noget vås, derfor er den interessant.;ANDET
Hvis USA er et oligarki, er det stadigt tilladt amerikanske borgere at kritesere det forhold – endda hårdt.;ANDET
La sympati med de der trues af lavpannede borgere der ikke får hvad de kræver.;ANDET
Christian Sand Nielsen så kan du spare på dine breezers;ANDET
Rasmus Haue Jensen Nicolai Holst Michaela Taylor Skov Adsbøl ????;ANDET
Lisa Wraae Pedersen ??;ANDET
Nazister skal ikke ties ihjel. De skal have at vide at de ikke er velkomne hver eneste gang de stikker næsen frem. Deres løgne skal brydes ned og afsløres så de ingen argumenter har. Alt som de kommer med skal ødelægges så de kun har deres had. Så kan vi gøre grin med deres frygtsomme og snævertsynede holdninger.;ANDET
They're gonna get us all!;ANDET
Flot valg DR1 her i 500 års jubilæet for Reformationen ?? glæder mig som altid til Lars Mikkelsens fantastiske fortælleevne ??;ANDET
Ja vi skal helt klart have ulve i Danmark! Ulve kan forandre et økosystem, da de forøger populationerne af mange arter! De sørger også for mad for mange andre arter - især dem der er ådselædere. De styrker også hovdyr. https://www.livingwithwolves.org/about-wolves/why-wolves-matter/;ANDET
Der er brodne kar alle steder.;ANDET
"Det kan man da sagtens mene, et sted skal ""bylden"" jo starte---men mon ikke de fremmede lande sagtens selv kan finde ud af at starte bander uden at det er: Hells Engels skyld.---Dette ikke ment som et forsvar for H.A-.erne. Har naturligvis ikke nogen sympati for den slags mennesker.";ANDET
Hvad for noget velfærd ???;ANDET
Bjarke hvad så nogle hurtige briller! ????;ANDET
det må have været en meget ubehagelig oplevelse for hende;ANDET
Jeg er lige færdig over den hver gang! ??????;ANDET
når stenaldern slår til??;ANDET
ja du har ret ,;ANDET
De ved heller ikke hvad det drejer sig om, for folk gider nemlig ikke at læse artiklen først inden de kommenterer.;ANDET
Jeg håber isse....??Vi lytter med fra Roskilde, morgenmaden er hentet og kaffen er klar!!Vi undrer os..... hvordan kan det være at hver gang der kommer musik-breaks så ryger volumen op, og endnu værre når i så er retur, så ryger volumen ned igen??? Vi får så ondt i benene og kaffen bliver kold af al det renderi til radioen.... Det er ikke særligt for vores radio, men kendetegner programmet. Tak for utallige fantastiske og traditionsrige lørdage??;ANDET
Rasmus Lyngbye episk medley;ANDET
Sara Elisabeth Alsted Aarenstrup you called it!! Men jeg har faktisk ikke fået set det så meget - Rosa har bare vundet mit hjerte fra første sekund. Må se alle afsnit på DR.dk;ANDET
Hahah fuck hvor godt ????;ANDET
Buster Mondrup Kramer part 1;ANDET
Ja men så længe regeringen forringer vilkårene for netop det at uddanne en lærling så afskrækker det en del virksomheder for at tage en lærling ind??;ANDET
Hvad bruger du så... postbudet?!??????????????;ANDET
Den globale verdensorden? FUCK med Jer.;ANDET
"Elsker hvordan hun prøver at pakke et ""indvandrekritisk"" budskab ind som feminisme ??????Du skulle se Kristian Jensen angående snakke om integration, ret cool og ikke islamfobisk";ANDET
Det er da den værste gang sludder de ting hænger da ikke sammen. Hvis man ikke har noget med mening at sige skal man hellere tur.;ANDET
Jesper Rasmussen - var det ikke den du skulle ind og se?;ANDET
Jacob Søndergaard videnskaben er den eneste vej ??;ANDET
Susanne, den tømrermester har da aldrig mødt os ??;ANDET
Mathias Malling fremtiden som Black hat;ANDET
Anna Rohde Markus Rohde;ANDET
Danskerne mistede et langt større beløb på Corydon - forskellen på at kunne regne eller bedømmer ud fra om man kan lide;ANDET
"Thomas Thestrup Nielsen Et vigtigt eksempel på disciplin er følgende: ""Det er enhver soldats pligt, at adlyde enhver ordre hurtigt, villigt og nøjagtigt, der gives af hans foresatte"" (befalingsmand/delingsfører/kompagnichef o.s.v.). Nægtelse af udføre  ordre betragtes som ulydighed, og bliver straffet promte, hvilket betyder på jævnt dansk at forseelse og straf bliver noteret på både civil og militær straffeattest.";ANDET
Kenni Knudsen så er der fjernsyn for dig ??????;ANDET
Christian, en stat og en nationalstat er ikke det samme.;ANDET
hvorfor skulle den mand ind og tale om prinsen? DR forstår ikke at de er med til at støbe problemer. Jytte;KLAGE
"Nu har Alex Ahrendtsen flere gange vist, at hans forstand på kunst heller ikke er ""absolut"".";ANDET
Nææ Jeg gider ikke bruge tid på det;ANDET
Jo jo. Staten skal have mere magt og kontrol over os. Hvilket styrre er det de stiler imod? ??;ANDET
Den er fin.....God dag til dig Sofie.;ANDET
Jeps ?? De brugte også Alexander O'Neal. Det var tider!;ANDET
Fuck han er vild alligevel;ANDET
Det vil fjerne en del af skyderierne,men det kan jo ikke fjerne alle tosser med våben som vi har i DK;ANDET
Endnu mere skræmmende så er luft 100% mere vanedannende. Ved første indånding du tager er du afhængig derefter indtil du dør.;ANDET
Jeg ved at du også glæder dig Mikkel Winther Høj ????;ANDET
"Signe Birch Cartey ""De fremmødte journalister foran DBU's hovedsæde i Brøndby har fået en stor kande kaffe og en melding på, at det kommer til at tage et stykke tid."" - DBU har givet sig, Spillerforeningen vandt vist denne omgang http://sport.tv2.dk/fodbold/2017-10-18-melding-fra-dbu-traekker-ud-siger-svensk-fodboldforbund";ANDET
Louise Dehn Sørensen ?????????;ANDET
Kameraer på dørmænd eventuelt?;ANDET
Mette Grove Fleischer Kim Fleischer passer vist meget godt ??;ANDET
Det er vel derfor der skal skæres i pauserne ? Ellers er der jo ikke råd til at berige cheferne ...;ANDET
Det hjælper jo ikke, og de eneste der lider er den hjernevaskede befolkning...;ANDET
Corydon var social demokrat og manden der banede vejen for salget af statens vaccine fabrik.;ANDET
Karsten Grinderslev Hvorfor skulle så en rumæner der har gjort noget lignende i DK udvises til Rumænien?! Meget simpelt;ANDET
Nej fsktisk ret små, da de også er til kæl. Hedder hollænder, har fuldvoksen vægt på 2.5-3 kg.;ANDET
Det er ikke altid nemt at være forældre til sådan et kobbel ??;ANDET
Min lillebror er amerikansk gift og bor i USA. Hendes slægt kom til USA sammen med 400 andre vendere omkring 1840 fra Tyskland. I år 2000 bliver min svigerinde og hendes søstre den allerførste generation, der gifter sig uden for kredsen af tyskere og deres efterkommere. 150 år tog det for tyskerne i USA at være helt integreret. Så kan vi bare lige tage det lidt roligt.;ANDET
Du bliver en befriende husmor Sussi ??;ANDET
Hahahaha hun er så sød ????;ANDET
Ej okay fedeste fact til dato ???? Theresia Nielsen;ANDET
De kan godt lide at sende emails og breve til nuværende og tidligere medlemmer.  De mennesker skriver breve eller ringer til deres folkevalgte og lægger pres på dem.  Der ud over har de folk som bruger meget tid på at snakke med dem plus der er altid karakter kortet som NRA lægger ud omkring valg, så folk kan se hvem af dem der kan vælges er bedst til at beskytte 2nd amendment.  I sidste ende så er det medlemmerne og donorerne som lægger pres på politikerne.;ANDET
Årrh, hvor er hun bare søød, men sjov, aahhaha????;ANDET
Efter begrænsningen i svovlindhold er det kun 30 mill biler.;ANDET
Det var fandme da rart..! ????;ANDET
Så lad dem dig gøre det, de må ha vidst, at de ikke bare kunne komme i land ????;ANDET
Martin når alt man siger misforståes ????;ANDET
Bo Finn Poulsen: At forsvare Trump er værre end at forsvare Hitler i 30’erne. Efter krigen i 40’erne kunne man i det mindste sige at man var blevet snydt. Hvis man bliver snydt af Trumps lallende eskapader er man jo 40% dummere end en våd brosten.;ANDET
Så må vi prøve det Dorthe Poulsen;ANDET
Du kan kun svare for dig selv Lise Sørensen;ANDET
De Radikale er ude af trit med virkeligheden for den danske befolkning er 80 procent for kongehuset ????????????????????????;ANDET
Phillip, alle de gamle mennesker fra Videbæk burde blive undersøgt, ahahahhaha;ANDET
Michael Manniche Maj-Britt Lykke Erika Manniche;ANDET
Nikolaj Vinther barndomsminder ??;ANDET
"Så er spørgsmålet. Hvordan ved man om de i det hele taget havde fået cancer hvis de ikke var ""på sprøjten"". ???????";ANDET
Fronterne bygger sig op over Sjællands Odde.Her: Klint;ANDET
I 2013 skulle jeg ikke ??;ANDET
Det kunne jo faktisk godt være at denne dame selv har valgt at gå alene i Randers Regnskov;ANDET
Lwin Than Dar Oo;ANDET
John KofodHvad har retsforbeholdet med FN's Kvoteflygtningekonvention at gøre?FNs Flygtningekonvention blev vedtaget i 1951. Danmark var det første land, som underskrev, og siden har 144 lande tilsluttet sig. Den blev oprindelig skabt som reaktion på nazisternes udryddelse af jøder og andre minoriteter. Man ville sikre, at alle mennesker, som forfølges i deres eget land, kunne søge beskyttelse i andre lande.;ANDET
Tor Nils Peter Friberg jo møder kunne sagtens planlægges med kort varsel inden reformen. Jeg har ikke oplevet at det ikke har kunnet lade sig gøre.Hvad mener du med at jeg skal komme ind i kampen? Jeg fortæller dig hvordan forholdene er. Jeg er inde i kampen. 100 procent.Men du svarer ikke på mit spørgsmål. Tror du elever bliver klogere af uforberedt undervisning?Og så forstår jeg ikke hvorfor du smider Lise Eholm i hovedet på mig. Jeg er ikke en del af det brune hjørne og har aldrig været det. Jeg gider godt. Men det må være på ordentlige vilkår.;ANDET
Malene Prehn ha ha ja det satser jeg da på.;ANDET
"ja om de så skal sendes af jobcenter (som ved bedre end læger etc) og have sengen med på ""arbejde""";ANDET
"""Man kan tage barbarerne ud af junglen - men ikke junglen ud af barbarerne"". - Ukendt";ANDET
Pernille Albæk MøllerAmanda Emanuella Vincentz BorgRikke Riisgaard;ANDET
Darwich Ghanoum så har man ramt bunden hahahah;ANDET
HØRT!!! Mona F. Jeg kunne ikke være mere enig!!!;ANDET
Og vil så lige tilføje st spillestedet Button Factory er det mest fede spillested!! https://buttonfactory.ie/;ANDET
Haha ?????? Das hatte ich bereits verdrängt ??;ANDET
En fugl eller en sæl....;ANDET
Føj for helved?? Forpulede vagtlæger..!! Det er bare ikke første gang man høre det! Frygtelig- men godt i forholdte jer kritisk!!;ANDET
Okay Emil Jensen skal jeg gøre ????;ANDET
Eller også er der slet ikke så meget krig alligevel;ANDET
Tonni FrandsenSusanne Marie FrandsenSigne Marie Frandsen;ANDET
Det kan godt være at Anna Mee Allerslev  har gjort fejl men mon ikke nogle er glad for al den opmærksomhed hun har fået??;ANDET
Han er den værste præsident , USA nogenside har haft ! ????;ANDET
Jimmi Bigum Sunesen ????;ANDET
Carl Overgaard Marius Alba Guldborg SørensenFrederik Presskorn Marcel Cordsen;ANDET
Cille Bonde Harup Sofie Bjerre Degn Elisabeth Bjørklund Rebel;ANDET
Jamal, Tobias - pas nu på i ikke bliver som ham!! ??;ANDET
Hahaha, jeg er altså sydvestjyde..;ANDET
Isabella Fasano??????  Os i børnehaven??????;ANDET
Tror det den samme vi tænker på så ????;ANDET
hvornår bliver julespecial sendt og er der en ny sæson i støbe skeen har set alle sæsoner så er klar til mere Bonderøven;ANDET
"De betaler vist godt ikke Hr Holst ;-)";ANDET
Ikke akademikerne. Dem der tjener mest. En god håndværker tjener også mere end 400.000 om året....;ANDET
Anders Mai Pohl Viktor Myrup Hole;ANDET
Fedt fedt fedt ?? Nikolaj Piil ??;ANDET
uuuh, Ditte Bødker Striib - det lyder da spændende!;ANDET
Hold. Du er godt nok glad for den ene gang;ANDET
Er du sikker?? Mener jeg har set dig ligge og fræse frem og tilbage mellem stadion og købmanden i Østerild, og bare ventet på at der var nogen som man kunne drikke øl med ??????;ANDET
I dette klagesamfund og berigelse gennem klager har vi fået et tomrum og bare skabt umulige tilstande i mange miljøer. Når man ikke griber ind opstår der bare en anden og meget mere ukontrolleret kultur. Stærke individer vinder og den svage taber når magtmidlerne fra staten mindskes i tydelighed. Det udvikler tilstande som til sidst ender i kaos.;ANDET
Good luck marylin :-) :-) :-);ANDET
Indtil der sker drama igen.;ANDET
Det er næppe overholdelse af hastighed, der er årsag til flere uheld. Hvem har begået uheldene og hvordan?;ANDET
Caroline Kruse Søndergaard meget af det passer nu meget godt;ANDET
OM. Der er blæst så meget skidt på mine bilruder, at jeg har været nødt til at vaske dem, alle sideruder altså. T ragisk nok har vores vinduespudser pudset netop i går - i dag er det ikke til at tro! Det er SÅ forfærdeligt!!!;ANDET
Hvorfor havner man altid i en tråd hvor den Danske troll hær fra DF eller NB er på slap line. Det er sgu altid det samme lort de skriver, bare der står noget om muslimer. Intet nyt kan de kom med, håber de snart få nye manuel. Men enden de har lærer den, skal man høre på de samme lort igen. Hej Jesper stubtof se en muslim giv den gas sammen med dine med rotter. Intet liv har du nok af, det er det samme lort du har skrevet de sidst 3år nyttige tumpe. Nå må vider hygge hejsa;ANDET
Mobning  -   skolerne skal tage ansvar. Gribe hårdere ind imod børn der mopper og disses forældre;ANDET
De kunne da blot ha spurgt mig..... sikke en besparelse det ville ha værret !!!!;ANDET
Ja ACA er ikke perfekt, men dog det første skridt i den rigtige retning, det skridt er så nu førsøgt slettet 2 gange uden held. Man må spørge sig selv om hvorfor genierne i den republikanske del af senatet ikke har kunnet komme op med en bedre version, i de sidste 6 år af Obamas periode plus det seneste år med Trump? Når nu de mener ACA/Obamacare er så dårligt?;ANDET
Presset type ???? #JoeyNeedsTheRoom;ANDET
Julie Hansen Emilie Holck Holm Hansen endelig!!!!;ANDET
Børnepenge er til fordi det indgår i det vi betaler skat til .Men for min skyld så drop børne checken og sæt prisen på bla vugge stue ned til 1000kr pr måned inkl mad .Til her ældre det sidder og beklager sig sæt kryds ved - støtte til bolig pension mm .Det Same same Hvad skal børne familier støtte jer for når i den anden vej ikke vil .Endnu mere plat at danne mening udfra dette program med familien med 9 børn da det yderst få familier med dette antal børn . Dog vil jeg sige de til gengæld vil støtte 9 gang med skatte betaling når de engang er uddannet og bidrager tilbage Det nok langt mere end vi yder dem pt .Tak for de 9 børn da vi mangler i fremtiden .Go weekend Og jo dette sker kun for at lave symbol politik pga flygtninge der har mange børn så pige havde sådan set ret.Denne debat var aldrig kommet igang hvis Støjberg havde format til løsninger frem for at ramme os selv i landet;ANDET
Tankeeksperiment. Vi laver begge en seriøst internet research om et givent emne. Den ene må bruge alle søgemaskiner der eksisterer, undtagen Google. Mens den anden KUN må bruge google. Hvem kommer ud med det bedste resultat?;ANDET
Men så er det jo godt, at der er valg lige om lidt, for så har man jo som borger mulighed for at stemme på et af de partier, der gennem valgperioden har stemt for mest borgernær velfærd. For vi er faktisk så heldige, at vi selv har indflydelse på, hvad det er for et menneskesyn, der skal herske i vores kommuner;ANDET
Gud ske tak og lov for Jonatan Spang!;ANDET
100! Det lyder mega spændende!;ANDET
Martin Mostrøm 6 timers Foo imorgen kl 10.03????;ANDET
"Danni, jeg synes ikke at begrebet ""curling-forældre"" har nogen sammenhæng med dette. Jeg undres blot over tankerne bag en udsendelse i et børneprogram skal beskrive hvordan man laver børn, da jeg personligt ikke mener at mine børn skal lære det på denne måde.";ANDET
"""Og der er desuden også en fugleklat på din gynge"" Hahahaha Malene Kallestrup";ANDET
Der mangler så afgjort 'Armageddon' og '50 Shades of Grey' :-);ANDET
Saad Shahzad vi skal se den ??;ANDET
"Amalie Kjær Larsson, du skal sende knapt så mange fuck-emojis til mig ;) <3";ANDET
Amalie Lyngbo Henningsen næppe, nu var denne personlig, men jeg har hør det fra flere.;ANDET
"Og det de laver er ikke ""helt ny teknik"", det er tilsvarende kataer, og jeg vil godt garantere dig for at de på ingen måde har sparring eller anden praksis nær brug af deres teknikker.";ANDET
Men når det er begge bilerneSå kan man da heldigvis ikke klandre kmag;ANDET
Kasper Kudahl Christensen Bjarke Jensen Emil Borg Frederik Borg Jakob Jensen jeg gir aldrig slip??;ANDET
Det de dyre biler som har størst besparelse gunna;ANDET
Signe Ovesen den sidste der Hahahah;ANDET
børnepenge til alle børn, er da asocial politik mod dem der ikke kan få børn;ANDET
Den mand ødelægger alt hvad han rører ved.;ANDET
Som jeg ser det, kunne 'straffen' bestå i at tage kontanthjælpen fra de mænd som forlanger at deres kvinder skal gå med nicab og/eller burka, og hvis kvinderne nægter - og på står at det er frivilligt - så skal man også tage kontanthjælpen fra dem. Under alle omstændigheder skal kvinder tvinges ud på arbejdsmarkedet, det er den eneste mulighed for at de opdager hvad danske værdier er.;ANDET
Kent Valentin mine yndlings rettet. Jeg kom nu mor. Kom for resten lige i tanke om en lyseblå musiker, eller noget Kim Christiansenhttps://youtu.be/226gGgH6aqs;ANDET
"Helle Malmberg Amstrup Ha ha den er go, må jeg bruge næste gang nogen siger "" Nej Ellen du er ikke autist, du er et menneske MED autisme""?";ANDET
"Du var ikke den eneste, der er flere som har skrevet det til mig efterfølgende. Så tænkte lige at Andreas og Jacob skulle vide at der faktisk er sådan nogle tosser der ude ;) hehe";ANDET
"Benjamin Würtz Larsen ""jeg vil deapthroates med gratis marabou så snart jeg træder ind i netto"" ??";ANDET
Jette Thrane det er dig, der sætter de to ting op mod hinanden!! Det er til at brække sig over...altså...den tendens, at man spiller grupper ud mod hinanden. Det er ikke iorden!!;ANDET
Stig Hoeg Andersen var det nauwe??;ANDET
Mie Mandrup Ipsen det er jo en glimrende morgenmad ??????;ANDET
Om jeg er enig eller ej er sagen uvedkommende Maria Johannesen;ANDET
Men du KAN ikke nævne et land. For der er ingen steder på jorden at det virker. Islam vil herske og tosser som dig lader det ske. Min løsning er ganske simpel. Selvforsørgelse, inden for eks 2 år, eller retur. Dømt kriminel (fængselsdom) = retur. Dette vil gavne os som etniske Danske OG omdømmet på de der gerne vil og kan opføre sig ordentligt.;ANDET
Der er mange problemer med denne tankegang. For det første, så er der retten til at fornærme. Det er ikke altid man kan lide nogle, og nogle gange så skal det ud i luften for at undgå opbygning af frustrationer og miskommunikation, selvom der self. er risici for andre typer konfliktoptrapning. Men, mere vigtigt end det, så er der problemet med selv-defineret retfærdighed. Med andre ord, så kan alle sige et eller andet er fornærmende, og hvis man så går den mentalitet i møde med at intet må være fornærmende, så bliver man nød til at ændre eller fjerne ting baseret på folks ord og intet andet. Man kan altså lyve sig til at de meninger man ikke kan lide, bliver effektivt censureret. Eksempelvis kunne jeg sige at din mening er fornærmende til mig, og derefter spørge dig om at slette din kommentar. Med din tankegang vil du derefter være forpligtet til at hive din kommentar ned uden videre undersøgelse for at undgå at være fornærmende. Til sidst kan man undre sig over, om man faktisk gør flere mennesker glade eller ej ved at undgå konflikter. På kort sigt føles det jo bedre, men på lang sigt kan man have undgået meninger eller lign. som kunne have forbedret ens eller andres liv hvis man havde stødt ind i dem tidligere.;ANDET
De der arbejder 24/7 (jeg tror så vi er ude i et begreb, der hedder at overdrive/fordreje sandheden for at fremme egne synspunkter) kan igen kun arbejde 24/7, fordi alle andre holder maskinen kørende. De der arbejder 24/7 er så HELDIGE/PRIVILIGEREDE, at de ikke behøver at lave deres egen mad, passe deres egne syge, gamle og børn osv osv. De der holder maskinen kørende er i stort omfang ligeså glade for deres arbejde, som dem der har lavet deres eget firma. De har bare valgt deres erhverv udfra, hvad der for dem gav mening fremfor, hvordan de kunne tjene flere penge. Søren kan det i øvrigt passe, at dit seneste svar underforstået siger, at det kræver større evner at lave et firma, end det gør at være eksempelvis skolelærer eller sygeplejerske?Mener du, at politibetjenten eller socialrådgiveren har valgt deres karriere, fordi de ikke havde evnerne til at lave et firma?;ANDET
Hun er da bare FANTASTISK;ANDET
Man må konstatere at det er en direkte hån imod borgerne i Jyllinge Nordmark at sende direkte live fra Jyllinge centret hvor man har sat Joy Mogensen op så Hun kan komme med sine sædvanlige historier om staten. Der ud over har i lavet et show hvor i fremhæver Røde Kort Poul Andersen vice borgmester i Roskilde. Manden har sammen med Joy Mogensen indsat elementer i Kystsikringen som ifølge Folketinget overhovedet ikke må være der. Det har blokeret for sikringen da det skaber klager. Dertil skal lægges at der ikke er nogen ansøgningen i kystdirktorartet på noget dige. Tillige er det Borgerne der er sat til at betale halvdelen af projektet som indeholder spildevands sluse fra oplandkommunerne som i realiteten skal betales af forsyninger og kommuner.;KLAGE
Anja, du har en kæmpe gave og det DU gør for de børn er uovertruffen..... tænk en kæmpe forskel du gør for de børn- det kræver stor mod, hvilket du om nogen besidder. Stor respekt herfra ????;ANDET
Det vil bare ingen ende tage for den kost ????????;ANDET
Hehe Han har lært det nye ord Assimilation ??Han er så mørk i huden ??;ANDET
Og du kan ikke bilde nogen som helst ind at en læge kun tjener 30 - 40.000 om måneden  !!!!;ANDET
Har aldrig stemt DF eller er fan af Pia - men syntes altid hun taler pænt og UDEN bandeord.;ANDET
Er der nogen i himlen med Danse med drenge.;ANDET
Ole. Gider du ikke lige at tage dit tylskørt på og springe ud fra 5 sal så glæder du nok mange af dine venner.;ANDET
Amanda Svit jeg kan snart ikke mere ??;ANDET
Christian Jørgensen vis lige din far den her når i drikker kaffe;ANDET
Jeg synes det er ved at være nok .lad nu den stakkels pige være .den bryllup er da ihvertfald ødelagt .den vil de aldrig tænkte tilbage på som en go dag;ANDET
umiddelbart tror jeg det er ment som om han har mistet 145000 og har ikke 145000 minus på kortet;ANDET
Hun er der bare en person som dummer sig gang på gang. Ikke uden grund at hun er radikal.;ANDET
Alt dette skete ikke i gamle dage hvor børnene fik en god opdragelse, børnene havde respekt for forældre og andre mennesker mødes. Så start her..;ANDET
Netop, det reflekterer ret skidt på os, som et lille-bitte land der er afhængig af samarbejde og handel.;ANDET
Saaqib Hussain Zain Saeed Kamran Raja Khan  Mir Sad;ANDET
Spot on!! xD - tror du egentlig at jeg kan nøjes med sådan en kiggertundersøgelse?! ??;ANDET
Fucking P3 xD ?;ANDET
Han er så iorden frøken Jones;ANDET
det kan vi sguda gøre bedre vi går efter vm;ANDET
Prøv og klik efter flere klip på youtube. Det er skide skægt.;ANDET
John Kreiner???? Hatten af for, at du gider forsøge at argumentere fornuftigt mod totalt tåbelige kommentarer som viser, at en del ikke har fattet en dyt af forskellen på kønsdiskrimination og den almene kønsadskillelse der er en naturlig ting på grund af kønnenes fysiske forskelle....;ANDET
Steffen Damgaard - sådan vælger du også musik.. ??;ANDET
Altså nu er flåter jo de farligste dyr skal vi ikke have dem udryddet også. Når det er sket kan vi se om der er flere der skal nakkes. Måske det farligste pattedyr af alle;ANDET
FUCKK hvor er jeg begyndt at hade mennesker :/;ANDET
Det er noget man ved. Både England og Danmark er blevet fattigere siden de gik ind i EFog det er ikke svært at regne ud hvorfor, hvis man ved hvad der skete i England og Danmark efter EF.Landmænd måtte slå køer ihjel for at tækkes EF og Irland fik tilskud til køer.Fiskerne mistede fiskeretten i egne farvande i både England og Danmark og begge lande har betalt enorme summer til EU.Flere af vores største virksomheder har flyttet deres produktion til Polen og skattefrihed, med tilskud fra EU. Det bliver Danmark ikke rigere af.;ANDET
Man må heller ikke gå med motorcykel eller gå nøgen. For mig handler det om man kan se personen og det der er ikke heller ikke ligestilling og samtidig er det uhøfligt at side med noget over hovedet.;ANDET
Min søn siger ugle;ANDET
Så skulle du ikke have skrevet det, Ole Damsgård Gisselmann. Har man kun forvrøvlede øgenavne som argument, bør man blot springe over.;ANDET
Anders Balle Poulsen ??;ANDET
Nermin Akbal TaspinarNazmiye Tokmak AkbalSelma AktasYadigar Aktas Bu da sizin gibi ??????;ANDET
Agnete Bloch Askhøj Det er ikke rigtig at de bare er sindssyge, men nogle racer har større tilbøjelighed til at blive tidlig skade ved samspil med forkerte mennesker. Der er også hunde som får skader i hovedet (organisk) som ikke har haft det dårlig men fået masser af kærlighed og træning. Men man skal sætte sig rigtig godt ind i den race som man kunne tænke sig, hvad skal man bruge den til: familiehund, jagthund eller hjælpehund osv.;ANDET
Det ser hårdt ud, men sjovt ud! Det kunne vi godt ????;ANDET
Pyh, som ryger bliver man da bare dårligere i en tidlig alder. Ud over ble, så er der et iltapparat at bære rundt på.;ANDET
Bliver jo iøvrigt nok lidt svært at få plads til dem i fryseren. De er vist ni eller deromkring i bandet...;ANDET
Sidder Folketinget i lommerne på medicinalindustrien ??;ANDET
"Nej - Den samlede presse har ansvaret for ""fake news""";ANDET
Ja det er så ikke mig??;ANDET
Skulle lige til at tagge dig Martin ??;ANDET
Mie Maria Marianne ??;ANDET
By folk og ders køter skal blive i byen;ANDET
Goddamnit! Jeres overskrift er ledt clickbait. Man har sænket grænsen for at kunne tage potentielt forhøjet blodtryk tidligere i opløbet for at kunne minimere følgeskader - det har ikke en skid med at gøre at flere amerikanere har forhøjet blodtryk, det har noget at gøre med hvornår man kalder det forhøjet.Enten så smid noget info ind om hvor mange danskere der ville lide af forhøjet blodtryk under samme definition eller stik det skråt op med al den anden amerikaner fjendsk journalistik.;KLAGE
Hahahaha det var den her jeg mente Oliver????????;ANDET
Søren har du set ??;ANDET
Cecilie Friis Vestergaard true;ANDET
Store Økssø Rold Skov 30 okt. 2017.;ANDET
